Date,SoilMineralN,UptakeN,ResidueN,SoilOMN,FertiliserN,CropN,ProductN,LostN,RSWC,Drainage,Irrigation,Green cover
10/03/2023 12:00:00 am,30.64492676071626,1.1706448672332499,0.040635515199483052,0.32053647362692972,0,652.77751750958237,296.71705341344654,0,0.073415056106692397,0,0,0.58971356384860074
11/03/2023 12:00:00 am,29.859930908507351,1.1651280530384156,0.042933763623494769,0.33719843720601939,0,653.94264556262078,297.24665707391847,0,0.075186208921093373,0,0,0.57172021611604329
12/03/2023 12:00:00 am,29.14175304768338,1.0878836704570176,0.041911870943593499,0.32779393868946061,0,655.0305292330778,297.74114965139893,0,0.075336812940517028,0,0,0.55413635554741303
13/03/2023 12:00:00 am,28.495076899240246,1.0000839124894583,0.040201831137309796,0.31320593290900001,0,656.03061314556726,298.19573324798512,0,0.079379771177128328,0,0,0.53723898816536586
14/03/2023 12:00:00 am,27.887483338649702,0.96544907945803971,0.04083915935413529,0.31701635951327622,0,656.9960622250253,298.63457373864782,0,0.082015947597812069,0,0,0.52019709590193286
15/03/2023 12:00:00 am,27.301038281312287,0.96336529653888192,0.043151739315419491,0.33376849988603391,0,657.95942752156418,299.07246705525642,0,0.080864944992737081,0,0,0.50240849175133906
16/03/2023 12:00:00 am,26.746134090570933,0.9478844723499833,0.045133189083585989,0.34784709252509921,0,658.90731199391416,299.50332363359729,0,0.085386500544483088,0,0,0.48406587555543212
17/03/2023 12:00:00 am,26.256707929379047,0.8602033324259537,0.042710652726228204,0.32806651850789309,0,659.76751532634012,299.89432514833635,0,0.090806508205129755,0,0,0.46662653986818781
18/03/2023 12:00:00 am,25.816000802269116,0.79750912134682039,0.041212195721527678,0.3155897985153166,0,660.56502444768694,300.25682929440313,0,0.088863116951973423,0,0,0.44971712874602543
19/03/2023 12:00:00 am,25.404165070136685,0.77362918598680608,0.041895065329896397,0.31989838852451602,0,661.33865363367374,300.6084789243971,0,0.083985589782210435,0,0,0.43256684282155333
20/03/2023 12:00:00 am,25.01742762506268,0.75838669281756665,0.043142496343932635,0.3285067513995607,0,662.09704032649131,300.95320014840513,0,0.077275567058830957,0,0,0.41497093851280731
21/03/2023 12:00:00 am,24.658436653905085,0.73863258820153987,0.044175770340771692,0.33546584670317664,0,662.83567291469285,301.28894223395127,0,0.071267704974046719,0,0,0.39701372200059659
22/03/2023 12:00:00 am,24.34148742481085,0.68834756018020471,0.043314348966418947,0.32808398211960338,0,663.52402047487305,301.60182748857864,0,0.081460186129202972,0,0,0.37947803639242828
23/03/2023 12:00:00 am,24.065637336964926,0.62144177901961939,0.040386943244257623,0.30520474792947266,0,664.14546225389267,301.88430102449661,0,0.076770497902269058,0,0,0.36291789373361538
24/03/2023 12:00:00 am,23.817036736901798,0.59142395123046754,0.040137694025943915,0.30268565714143619,0,664.73688620512314,302.15313009323779,0,0.074774517171497093,0,0,0.34645410099572649
25/03/2023 12:00:00 am,23.587452338772152,0.58884848823640823,0.042137692143242589,0.31712639796358455,0,665.32573469335955,302.42078849698163,0,0.07265443834866156,0,0,0.3293158588113696
26/03/2023 12:00:00 am,23.383527721028997,0.56575092003436112,0.042511536779059611,0.3193147655120846,0,665.89148561339391,302.67794800608812,0,0.072781183506924488,0,0,0.31208126670608882
27/03/2023 12:00:00 am,23.203696083295824,0.55516056514773027,0.044171055287492322,0.3311578721270535,0,666.44664617854164,302.93029371751896,0,0.076779124708293359,0,0,0.29436492499618783
28/03/2023 12:00:00 am,23.049406403933915,0.54081543972506552,0.045561547397383606,0.3409642129658253,0,666.98746161826671,303.17611891739398,0,0.080454608908655176,0,0,0.27626318360259072
29/03/2023 12:00:00 am,22.925192178235477,0.48079187791790901,0.042092536924059232,0.31448511529541406,0,667.46825349618462,303.39466068008386,0,0.088748710609762679,0,0,0.2594019474408904
